raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed,verification_status,confidence,matched_title,matched_authors,matched_venue,matched_doi,source_url,source,notes,elapsed_seconds,input_tokens,output_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
"[61] Moore, L.: Transverse mercator projections and us geological survey digital
products. US Geological Survey, Professional Paper (1997)",book,"Transverse mercator projections and us geological survey digital
products","Moore, L.",1997,,,,Professional Paper,,,,US Geological Survey,,,verified,0.95,Transverse Mercator Projections and U.S. Geological Survey Digital Products,Larry Moore,U.S. Geological Survey,,https://www.geo.utexas.edu/courses/420k/PDF_files/LABS/GIS/map_project.pdf,USGS / GIS Educational Materials,"Larry Moore wrote the USGS technical document/paper 'Transverse Mercator Projections and U.S. Geological Survey Digital Products' (1997), frequently cited in GIS curricula and cartography references.",50.64,33272,381,1,0.013191,0.005,0.018191
"[62] Brooks, W.: The universal transverse mercator grid. In: Proceedings of the
Indiana Academy of Science, vol. 83, pp. 250-258 (1973)",conference_paper,The universal transverse mercator grid,W. Brooks,1973,Proceedings of the Indiana Academy of Science,83,,250-258,,,,,,,verified,1.0,The Universal Transverse Mercator Grid,W. D. Brooks,Proceedings of the Indiana Academy of Science,,https://journals.indianapolis.iu.edu/index.php/ias/article/view/7904,journals.indianapolis.iu.edu,"Verified via the official Indiana University journal repository for the Proceedings of the Indiana Academy of Science (Vol. 83, 1973, pp. 250-258).",64.5,33609,430,1,0.009309,0.005,0.014309
"[63] Eaton, B., Gregory, J., Drach, B., Taylor, K., Hankin, S., et al.: NetCDF Cli￾mate and Forecast (CF) Metadata Conventions (1.13) (2025). https://doi.org/10.5281/zenodo.17801666",web,NetCDF Climate and Forecast (CF) Metadata Conventions (1.13),B. Eaton | J. Gregory | B. Drach | K. Taylor | S. Hankin | et al.,2025,,,,,10.5281/zenodo.17801666,,,,https://doi.org/10.5281/zenodo.17801666,,verified,1.0,NetCDF Climate and Forecast (CF) Metadata Conventions (1.13),B. Eaton | J. Gregory | B. Drach | K. Taylor | S. Hankin,CF Community / Zenodo,10.5281/zenodo.17801666,https://doi.org/10.5281/zenodo.17801666,CF Conventions Official Documentation,"Verified directly against the official CF Conventions specification release documentation (version 1.13, 2025) and its designated Zenodo DOI 10.5281/zenodo.17801666.",62.76,33767,464,1,0.013533,0.005,0.018533
"[64] Wu, X., Shmit, T.: Product Performance Guide for Data Users of GOES-17 ABI
Level 1b and Cloud and Moisture Imagery (CMI) Products. Technical report,
National Oceanic and Atmospheric Administration (2020)",book,Product Performance Guide for Data Users of GOES-17 ABI Level 1b and Cloud and Moisture Imagery (CMI) Products,X. Wu | T. Shmit,2020,,,,,,,,National Oceanic and Atmospheric Administration,,,minor_error,0.95,Product Performance Guide for Data Users of GOES-17 ABI Level 1b and Cloud and Moisture Imagery (CMI) Products,Xiangqian Wu | Tim Schmit,National Oceanic and Atmospheric Administration,,https://www.ospo.noaa.gov/operations/goes/product-quality-overview/ps-pvr/goes-17/ABI/Cloud%20and%20Moisture%20Imagery/Full/G17_ABI_L1b-CMI_Full_ValidationProductPerformanceGuide_20200731_v1.1.pdf,NOAA OSPO,"The document exists as an official NOAA technical guide published on July 31, 2020. There is a minor spelling error in the second author's surname (cited as 'Shmit' instead of 'Schmit').",48.34,33658,528,1,0.009507,0.005,0.014507
"[65] Sun, D., Fang, L., Yu, Y.: GOES LST ALGORITHM THEORETICAL BASIS
DOCUMENT VERSION 3.0. Technical report,
NOAA NESDIS STAR (2012)",book,GOES LST ALGORITHM THEORETICAL BASIS DOCUMENT VERSION 3.0,D. Sun | L. Fang | Y. Yu,2012,,,,,,,,NOAA NESDIS STAR,,,verified,1.0,GOES IMAGER LAND SURFACE TEMPERATURE ALGORITHM THEORETICAL BASIS DOCUMENT Version 3.0,D. Sun | L. Fang | Y. Yu,NOAA NESDIS Center for Satellite Applications and Research,,,NOAA OSPO / NESDIS STAR direct technical report document,"The citation correctly identifies the technical report 'GOES LST ALGORITHM THEORETICAL BASIS DOCUMENT VERSION 3.0' produced for NOAA NESDIS STAR in 2012 by D. Sun, L. Fang, and Y. Yu.",51.56,33538,479,1,0.013475,0.005,0.018475
"[66] Weglarczyk, S.: Kernel density estimation and its application. In: ITM Web
of Conferences, vol. 23, p. 00037 (2018). https://doi.org/10.1051/itmconf/
20182300037 . EDP Sciences",conference_paper,Kernel density estimation and its application,S. Weglarczyk,2018,ITM Web of Conferences,23,,37,,,,,,,verified,1.0,Kernel density estimation and its application,Stanisław Węglarczyk,ITM Web of Conferences,10.1051/itmconf/20182300037,https://www.itm-conferences.org/articles/itmconf/abs/2018/08/itmconf_sam2018_00037/itmconf_sam2018_00037.html,https://doi.org/10.1051/itmconf/20182300037,"The paper exists exactly as cited in ITM Web of Conferences, Vol. 23 (2018), article 00037, published by EDP Sciences with DOI 10.1051/itmconf/20182300037.",50.67,33748,511,1,0.013614,0.005,0.018614
"[67] Chen, Y.-C.: A tutorial on kernel density estimation and recent advances.
Biostatistics & Epidemiology 1(1), 161-187 (2017) https://doi.org/10.1080/
24709360.2017.1396742",journal_article,A tutorial on kernel density estimation and recent advances,Y.-C. Chen,2017,Biostatistics & Epidemiology,1,1,161-187,,,,,,,verified,1.0,A tutorial on kernel density estimation and recent advances,Yen-Chi Chen,Biostatistics &amp; Epidemiology,10.1080/24709360.2017.1396742,https://doi.org/10.1080/24709360.2017.1396742,crossref_title_static,Verified via static CrossRef title search (score: 1.00),28.76,0,0,0,0.0,0.0,0.0
"[68] Scott, D.W.: On optimal and data-based histograms. Biometrika 66(3), 605-610
(1979) https://doi.org/10.1093/biomet/66.3.605",journal_article,On optimal and data-based histograms,D.W. Scott,1979,Biometrika,66,3,605-610,,,,,,,verified,1.0,On optimal and data-based histograms,DAVID W. SCOTT,Biometrika,10.1093/biomet/66.3.605,https://doi.org/10.1093/biomet/66.3.605,crossref_title_static,Verified via static CrossRef title search (score: 1.00),26.94,0,0,0,0.0,0.0,0.0
"[69] McKnight, P.E., Najab, J.: Mann-whitney U test. The Corsini encyclopedia of
psychology, 1-1 (2010) https://doi.org/10.1002/9780470479216.corpsy0524",book_chapter,Mann-whitney U test,P.E. McKnight | J. Najab,2010,,,,1-1,,9780470479216,The Corsini encyclopedia of psychology,,,,verified,1.0,Mann‐Whitney U Test,Patrick E. McKnight | Julio Najab,The Corsini Encyclopedia of Psychology,10.1002/9780470479216.corpsy0524,,Wiley Online Library,The citation exactly matches the chapter/entry in Wiley's The Corsini Encyclopedia of Psychology (2010) with DOI 10.1002/9780470479216.corpsy0524.,48.93,33187,436,1,0.013263,0.005,0.018263
"[70] Lenail, A.: NN-SVG: Publication-ready nn-architecture schematics. URl:
http://alexlenail. me/NN-SVG (2020)",web,NN-SVG: Publication-ready nn-architecture schematics,A. Lenail,2020,,,,,,,,,http://alexlenail.me/NN-SVG,,verified,0.928440366972477,NN-SVG: Publication-Ready Neural Network Architecture Schematics,Alexander LeNail,Journal of Open Source Software,10.21105/joss.00747,https://doi.org/10.21105/joss.00747,crossref_title_static,Verified via static CrossRef title search (score: 0.93),14.01,0,0,0,0.0,0.0,0.0
"[71] Mildrexler, D.J., Zhao, M., Running, S.W.: A global comparison between sta￾tion air temperatures and MODIS land surface temperatures reveals the cooling
role of forests. Journal of Geophysical Research: Biogeosciences 116(G3) (2011)
https://doi.org/10.1029/2010JG001486",journal_article,A global comparison between station air temperatures and MODIS land surface temperatures reveals the cooling role of forests,D.J. Mildrexler | M. Zhao | S.W. Running,2011,Journal of Geophysical Research: Biogeosciences,116,G3,,,,,,,,verified,1.0,A global comparison between station air temperatures and MODIS land surface temperatures reveals the cooling role of forests,David J. Mildrexler | Maosheng Zhao | Steven W. Running,Journal of Geophysical Research,10.1029/2010jg001486,https://doi.org/10.1029/2010jg001486,crossref_title_static,Verified via static CrossRef title search (score: 1.00),28.81,0,0,0,0.0,0.0,0.0
"[72] Sheng, Y., Liu, X., Yang, X., Xin, Q., Deng, C., Li, X.: Quantifying the spatial
and temporal relationship between air and land surface temperatures of different
land-cover types in Southeastern China. International Journal of Remote Sensing
38(4), 1114-1136 (2017) https://doi.org/10.1080/01431161.2017.1280629",journal_article,Quantifying the spatial and temporal relationship between air and land surface temperatures of different land-cover types in Southeastern China,Y. Sheng | X. Liu | X. Yang | Q. Xin | C. Deng | X. Li,2017,International Journal of Remote Sensing,38,4,1114-1136,,,,,,,verified,1.0,Quantifying the spatial and temporal relationship between air and land surface temperatures of different land-cover types in Southeastern China,Yanling Sheng | Xiaoping Liu | Xuchao Yang | Qinchuan Xin | Chengbin Deng | Xia Li,International Journal of Remote Sensing,10.1080/01431161.2017.1280629,https://doi.org/10.1080/01431161.2017.1280629,crossref_title_static,Verified via static CrossRef title search (score: 1.00),30.17,0,0,0,0.0,0.0,0.0
"[73] Jin, M., Dickinson, R.E.: Land surface skin temperature climatology: benefitting
from the strengths of satellite observations. Environmental research letters 5(4),
044004 (2010) https://doi.org/10.1088/1748-9326/5/4/044004",journal_article,Land surface skin temperature climatology: benefitting from the strengths of satellite observations,"Jin, M. | Dickinson, R.E.",2010,Environmental research letters,5,4,44004,,,,,,,verified,1.0,Land surface skin temperature climatology: benefitting from the strengths of satellite observations,Menglin Jin | Robert E Dickinson,Environmental Research Letters,10.1088/1748-9326/5/4/044004,https://doi.org/10.1088/1748-9326/5/4/044004,crossref_title_static,Verified via static CrossRef title search (score: 1.00),28.15,0,0,0,0.0,0.0,0.0
"[74] Sohrabinia, M., Zawar-Reza, P., Rack, W.: Spatio-temporal analysis of the
relationship between LST from MODIS and air temperature in New Zealand.
Theoretical and applied climatology 119(3), 567-583 (2015) https://doi.org/10.
1007/s00704-014-1106-2",journal_article,Spatio-temporal analysis of the relationship between LST from MODIS and air temperature in New Zealand,"Sohrabinia, M. | Zawar-Reza, P. | Rack, W.",2015,Theoretical and applied climatology,119,3,567-583,,,,,,,verified,1.0,Spatio-temporal analysis of the relationship between LST from MODIS and air temperature in New Zealand,M. Sohrabinia | P. Zawar-Reza | W. Rack,Theoretical and Applied Climatology,10.1007/s00704-014-1106-2,https://doi.org/10.1007/s00704-014-1106-2,crossref_title_static,Verified via static CrossRef title search (score: 1.00),28.87,0,0,0,0.0,0.0,0.0
"[75] Cao, J., Zhou, W., Zheng, Z., Ren, T., Wang, W.: Within-city spatial and
temporal heterogeneity of air temperature and its relationship with land sur￾face temperature. Landscape and Urban Planning 206, 103979 (2021) https:
//doi.org/10.1016/j.landurbplan.2020.103979",journal_article,Within-city spatial and temporal heterogeneity of air temperature and its relationship with land surface temperature,"Cao, J. | Zhou, W. | Zheng, Z. | Ren, T. | Wang, W.",2021,Landscape and Urban Planning,206,,103979,,,,,,,verified,1.0,Within-city spatial and temporal heterogeneity of air temperature and its relationship with land surface temperature,Jie Cao | Weiqi Zhou | Zhong Zheng | Tian Ren | Weimin Wang,Landscape and Urban Planning,10.1016/j.landurbplan.2020.103979,https://doi.org/10.1016/j.landurbplan.2020.103979,crossref_title_static,Verified via static CrossRef title search (score: 1.00),29.41,0,0,0,0.0,0.0,0.0
"[76] Sui, S., Sun, L.: Comparative analysis of several typical Landsat 8 OLI cloud
detection methods. Remote Sensing 14(3), 719 (2022) https://doi.org/10.3390/
rs14030719",journal_article,Comparative analysis of several typical Landsat 8 OLI cloud detection methods,"Sui, S. | Sun, L.",2022,Remote Sensing,14,3,719,,,,,,,verified,1.0,Comparative Analysis of Several Typical Landsat 8 OLI Cloud Detection Methods,Songman Sui | Lin Sun,Remote Sensing,10.3390/rs14030719,https://doi.org/10.3390/rs14030719,crossref_title_static,Verified via static CrossRef title search (score: 1.00),35.69,0,0,0,0.0,0.0,0.0
"[77] Ju, J., Zhou, Q., Freitag, B., Roy, D.P., Zhang, H.K., Sridhar, M., Mandel,
J., Arab, S., Schmidt, G., Crawford, C.J., et al.: The Harmonized Land￾sat and Sentinel-2 version 2.0 surface reflectance dataset. Remote Sensing of
Environment 324, 114723 (2025) https://doi.org/10.1016/j.rse.2025.114723",journal_article,The Harmonized Landsat and Sentinel-2 version 2.0 surface reflectance dataset,"Ju, J. | Zhou, Q. | Freitag, B. | Roy, D.P. | Zhang, H.K. | Sridhar, M. | Mandel, J. | Arab, S. | Schmidt, G. | Crawford, C.J. | et al.",2025,Remote Sensing of Environment,324,,114723,,,,,,,verified,0.9818181818181819,The Harmonized Landsat and Sentinel-2 version 2.0 surface reflectance dataset,Junchang Ju | Qiang Zhou | Brian Freitag | David P. Roy | Hankui K. Zhang | Madhu Sridhar | John Mandel | Saeed Arab | Gail Schmidt | Christopher J. Crawford | Ferran Gascon | Peter A. Strobl | Jeffrey G. Masek | Christopher S.R. Neigh,Remote Sensing of Environment,10.1016/j.rse.2025.114723,https://doi.org/10.1016/j.rse.2025.114723,crossref_title_static,Verified via static CrossRef title search (score: 0.98),51.52,0,0,0,0.0,0.0,0.0
"[78] Eyring, V., Collins, W.D., Gentine, P., Barnes, E.A., Barreiro, M., Beucler,
T., Bocquet, M., Bretherton, C.S., Christensen, H.M., Dagon, K., et al.:
Pushing the frontiers in climate modelling and analysis with machine learn￾ing. Nature Climate Change 14(9), 916-928 (2024) https://doi.org/10.1038/
s41558-024-02095-y",journal_article,Pushing the frontiers in climate modelling and analysis with machine learning,"Eyring, V. | Collins, W.D. | Gentine, P. | Barnes, E.A. | Barreiro, M. | Beucler, T. | Bocquet, M. | Bretherton, C.S. | Christensen, H.M. | Dagon, K. | et al.",2024,Nature Climate Change,14,9,916-928,,,,,,,verified,0.99,Pushing the frontiers in climate modelling and analysis with machine learning,Veronika Eyring | William D. Collins | Pierre Gentine | Elizabeth A. Barnes | Marcelo Barreiro | Tom Beucler | Marc Bocquet | Christopher S. Bretherton | Hannah M. Christensen | Katherine Dagon | David John Gagne | David Hall | Dorit Hammerling | Stephan Hoyer | Fernando Iglesias-Suarez | Ignacio Lopez-Gomez | Marie C. McGraw | Gerald A. Meehl | Maria J. Molina | Claire Monteleoni | Juliane Mueller | Michael S. Pritchard | David Rolnick | Jakob Runge | Philip Stier | Oliver Watt-Meyer | Katja Weigel | Rose Yu | Laure Zanna,Nature Climate Change,10.1038/s41558-024-02095-y,https://doi.org/10.1038/s41558-024-02095-y,crossref_title_static,Verified via static CrossRef title search (score: 0.99),53.92,0,0,0,0.0,0.0,0.0
"[79] Ledig, C., Theis, L., Husz´ar, F., Caballero, J., Cunningham, A., Acosta, A.,
Aitken, A., Tejani, A., Totz, J., Wang, Z., et al.: Photo-realistic single image
super-resolution using a generative adversarial network. In: Proceedings of the
IEEE Conference on Computer Vision and Pattern Recognition, pp. 4681-4690
(2017)",conference_paper,Photo-realistic single image super-resolution using a generative adversarial network,"Ledig, C. | Theis, L. | Husz´ar, F. | Caballero, J. | Cunningham, A. | Acosta, A. | Aitken, A. | Tejani, A. | Totz, J. | Wang, Z. | et al.",2017,,,,4681-4690,,,Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,,,,verified,0.99,Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,Christian Ledig | Lucas Theis | Ferenc Huszar | Jose Caballero | Andrew Cunningham | Alejandro Acosta | Andrew Aitken | Alykhan Tejani | Johannes Totz | Zehan Wang | Wenzhe Shi,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr.2017.19,https://doi.org/10.1109/cvpr.2017.19,crossref_title_static,Verified via static CrossRef title search (score: 0.99),8.44,0,0,0,0.0,0.0,0.0
"[80] Wang, P., Bayram, B., Sertel, E.: A comprehensive review on deep learning
based remote sensing image super-resolution methods. Earth-Science Reviews
232, 104110 (2022) https://doi.org/10.1016/j.earscirev.2022.104110",journal_article,A comprehensive review on deep learning based remote sensing image super-resolution methods,"Wang, P. | Bayram, B. | Sertel, E.",2022,Earth-Science Reviews,232,,104110,,,,,,,verified,1.0,A comprehensive review on deep learning based remote sensing image super-resolution methods,Peijuan Wang | Bulent Bayram | Elif Sertel,Earth-Science Reviews,10.1016/j.earscirev.2022.104110,https://doi.org/10.1016/j.earscirev.2022.104110,crossref_title_static,Verified via static CrossRef title search (score: 1.00),50.47,0,0,0,0.0,0.0,0.0
"[81] Nguyen, B.M., Tian, G., Vo, M.-T., Michel, A., Corpetti, T., Granero-Belinchon,
C.: Convolutional neural network modelling for modis land surface temper￾ature super-resolution. In: 2022 30th European Signal Processing Conference
(EUSIPCO), pp. 1806-1810 (2022). https://doi.org/10.23919/EUSIPCO55093.
2022.9909569 . IEEE",conference_paper,Convolutional neural network modelling for modis land surface temperature super-resolution,B.M. Nguyen | G. Tian | M.-T. Vo | A. Michel | T. Corpetti | C. Granero-Belinchon,2022,2022 30th European Signal Processing Conference (EUSIPCO),,,1806-1810,10.23919/EUSIPCO55093.2022.9909569,,,,,,verified,1.0,Convolutional Neural Network Modelling for MODIS Land Surface Temperature Super-Resolution,Binh Minh Nguyen | Ganglin Tian | Minh-Triet Vo | Aurelie Michel | Thomas Corpetti | Carlos Granero-Belinchon,2022 30th European Signal Processing Conference (EUSIPCO),10.23919/eusipco55093.2022.9909569,https://doi.org/10.23919/eusipco55093.2022.9909569,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),8.88,0,0,0,0.0,0.0,0.0
"[82] Lee, S., Choi, Y., Choi, B., Seo, J., Song, M., Sohn, E., Ahn, S.: Guided
Super Resolution of Land Surface Temperature Using Multi-Satellite Imageries.
IEEE Transactions on Geoscience and Remote Sensing (2025) https://doi.org/.",journal_article,Guided Super Resolution of Land Surface Temperature Using Multi-Satellite Imageries,S. Lee | Y. Choi | B. Choi | J. Seo | M. Song | E. Sohn | S. Ahn,2025,IEEE Transactions on Geoscience and Remote Sensing,,,,10.1109/TGRS.2025.3572460,,,,,,verified,1.0,Guided Super Resolution of Land Surface Temperature Using Multisatellite Imageries,Sunju Lee | Yeji Choi | Beomkyu Choi | Junghoon Seo | Minki Song | Eunha Sohn | Sewoong Ahn,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2025.3572460,https://doi.org/10.1109/tgrs.2025.3572460,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),50.32,0,0,0,0.0,0.0,0.0
"[83] Liu, G., Reda, F.A., Shih, K.J., Wang, T.-C., Tao, A., Catanzaro, B.: Image
inpainting for irregular holes using partial convolutions. In: Proceedings of the
European Conference on Computer Vision (ECCV), pp. 85-100 (2018)",conference_paper,Image inpainting for irregular holes using partial convolutions,G. Liu | F.A. Reda | K.J. Shih | T.-C. Wang | A. Tao | B. Catanzaro,2018,Proceedings of the European Conference on Computer Vision (ECCV),,,85-100,,,,,,,verified,1.0,Image Inpainting for Irregular Holes Using Partial Convolutions,Guilin Liu | Fitsum A. Reda | Kevin J. Shih | Ting-Chun Wang | Andrew Tao | Bryan Catanzaro,Lecture Notes in Computer Science,10.1007/978-3-030-01252-6_6,https://doi.org/10.1007/978-3-030-01252-6_6,crossref_title_static,Verified via static CrossRef title search (score: 1.00),17.35,0,0,0,0.0,0.0,0.0
"[84] Dong, J., Yin, R., Sun, X., Li, Q., Yang, Y., Qin, X.: Inpainting of remote sens￾ing SST images with deep convolutional generative adversarial network. IEEE
geoscience and remote sensing letters 16(2), 173-177 (2018) https://doi.org/10.
1109/LGRS.2018.2870880",journal_article,Inpainting of remote sensing SST images with deep convolutional generative adversarial network,J. Dong | R. Yin | X. Sun | Q. Li | Y. Yang | X. Qin,2018,IEEE geoscience and remote sensing letters,16,2,173-177,10.1109/LGRS.2018.2870880,,,,,,minor_error,1.0,Inpainting of Remote Sensing SST Images With Deep Convolutional Generative Adversarial Network,Junyu Dong | Ruiying Yin | Xin Sun | Qiong Li | Yuting Yang | Xukun Qin,IEEE Geoscience and Remote Sensing Letters,10.1109/lgrs.2018.2870880,https://doi.org/10.1109/lgrs.2018.2870880,crossref_doi_static,"Verified via static CrossRef DOI lookup (score: 1.00) Same work identified, but the citation year (2018) does not match the volume/issue (published-print) year (2019) while volume/article coordinates are present — typically online-first vs issue year; minor_error.",48.58,0,0,0,0.0,0.0,0.0
"[85] Wei, Q., Zuo, Z., Nie, J., Du, J., Diao, Y., Ye, M., Liang, X.: Inpainting of remote
sensing sea surface temperature image with multi-scale physical constraints. In:
2023 IEEE International Conference on Multimedia and Expo (ICME), pp. 492-
497 (2023). https://doi.org/10.1109/ICME55011.2023.00091 . IEEE",conference_paper,Inpainting of remote sensing sea surface temperature image with multi-scale physical constraints,Q. Wei | Z. Zuo | J. Nie | J. Du | Y. Diao | M. Ye | X. Liang,2023,2023 IEEE International Conference on Multimedia and Expo (ICME),,,492-497,10.1109/ICME55011.2023.00091,,,,,,verified,1.0,Inpainting of Remote Sensing Sea Surface Temperature image with Multi-scale Physical Constraints,Qichen Wei | Zijie Zuo | Jie Nie | Jiahao Du | Yaning Diao | Min Ye | Xinyue Liang,2023 IEEE International Conference on Multimedia and Expo (ICME),10.1109/icme55011.2023.00091,https://doi.org/10.1109/icme55011.2023.00091,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),16.92,0,0,0,0.0,0.0,0.0
"[86] Huber, F., Schulz, S., Steinhage, V.: Deep interpolation of remote sensing land
surface temperature data with partial convolutions. Sensors 24(5), 1604 (2024)
https://doi.org/10.3390/s24051604",journal_article,Deep interpolation of remote sensing land surface temperature data with partial convolutions,F. Huber | S. Schulz | V. Steinhage,2024,Sensors,24,5,1604,10.3390/s24051604,,,,,,verified,1.0,Deep Interpolation of Remote Sensing Land Surface Temperature Data with Partial Convolutions,Florian Huber | Stefan Schulz | Volker Steinhage,Sensors,10.3390/s24051604,https://doi.org/10.3390/s24051604,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),48.17,0,0,0,0.0,0.0,0.0
"[87] Elliott, H., Eon, C., Breadsell, J.K.: Improving City vitality through urban
heat reduction with green infrastructure and design solutions: A system￾atic literature review. Buildings 10(12), 219 (2020) https://doi.org/10.3390/
buildings10120219",journal_article,Improving City vitality through urban heat reduction with green infrastructure and design solutions: A systematic literature review,H. Elliott | C. Eon | J.K. Breadsell,2020,Buildings,10,12,219,10.3390/buildings10120219,,,,,,verified,1.0,Improving City Vitality through Urban Heat Reduction with Green Infrastructure and Design Solutions: A Systematic Literature Review,Helen Elliott | Christine Eon | Jessica Breadsell,Buildings,10.3390/buildings10120219,https://doi.org/10.3390/buildings10120219,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 1.00),50.37,0,0,0,0.0,0.0,0.0
"[88] Li, Y., Svenning, J.-C., Zhou, W., Zhu, K., Abrams, J.F., Lenton, T.M., Ripple,
W.J., Yu, Z., Teng, S.N., Dunn, R.R., et al.: Green spaces provide substantial
but unequal urban cooling globally. Nature communications 15(1), 7108 (2024)
https://doi.org/10.1038/s41467-024-51355-0",journal_article,Green spaces provide substantial but unequal urban cooling globally,Y. Li | J.-C. Svenning | W. Zhou | K. Zhu | J.F. Abrams | T.M. Lenton | W.J. Ripple | Z. Yu | S.N. Teng | R.R. Dunn | et al.,2024,Nature communications,15,1,7108,10.1038/s41467-024-51355-0,,,,,,verified,0.9818181818181819,Green spaces provide substantial but unequal urban cooling globally,Yuxiang Li | Jens-Christian Svenning | Weiqi Zhou | Kai Zhu | Jesse F. Abrams | Timothy M. Lenton | William J. Ripple | Zhaowu Yu | Shuqing N. Teng | Robert R. Dunn | Chi Xu,Nature Communications,10.1038/s41467-024-51355-0,https://doi.org/10.1038/s41467-024-51355-0,crossref_doi_static,Verified via static CrossRef DOI lookup (score: 0.98),49.93,0,0,0,0.0,0.0,0.0
"[101] Berg, W.: GPM AMSR-E on AQUA Common Calibrated Brightness Tem￾peratures L1C 1.5 hours 10.5 km V07 (2021). https://doi.org/10.5067/GPM/
AMSRE/AQUA/1/07",web,GPM AMSR-E on AQUA Common Calibrated Brightness Temperatures L1C 1.5 hours 10.5 km V07,W. Berg,2021,,,,,10.5067/GPM/AMSRE/AQUA/1/07,,,,https://doi.org/10.5067/GPM/AMSRE/AQUA/1/07,,verified,1.0,GPM AMSR-E on AQUA Common Calibrated Brightness Temperatures L1C 1.5 hours 10.5 km V07,Wesley Berg,NASA Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/GPM/AMSRE/AQUA/1/07,https://doi.org/10.5067/GPM/AMSRE/AQUA/1/07,NASA Earthdata / GES DISC,The citation refers to the official NASA GES DISC GPM Level 1C AMSR-E on AQUA dataset (Version 07) registered under DOI 10.5067/GPM/AMSRE/AQUA/1/07. All metadata elements match the official NASA EOSDIS dataset record.,59.68,33706,499,1,0.013575,0.005,0.018575
[102] LSA SAF: Land Surface Temperature Data Record - MSG (2019). https://doi.org/10.15770/EUM_SAF_LSA_0001,web,Land Surface Temperature Data Record - MSG,LSA SAF,2019,,,,,10.15770/EUM_SAF_LSA_0001,,,,https://doi.org/10.15770/EUM SAF LSA 0001,,verified,1.0,Land Surface Temperature Data Record - MSG,EUMETSAT Satellite Application Facility on Land Surface Analysis (LSA SAF),EUMETSAT,10.15770/EUM_SAF_LSA_0001,https://doi.org/10.15770/EUM_SAF_LSA_0001,EUMETSAT,The cited dataset and DOI (10.15770/EUM_SAF_LSA_0001) exist exactly as cited in EUMETSAT's catalogue and the LSA SAF repository.,44.03,33332,440,1,0.00512,0.005,0.01012
"[103] Global Modeling and Assimilation Office (GMAO): MERRA-2 inst1 2d asm Nx:
45
2d,1-Hourly,Instantaneous,Single-Level,Assimilation,Single-Level Diagnostics
V5.12.4 (2015). https://doi.org/10.5067/3Z173KIE2TPD",web,"MERRA-2 inst1 2d asm Nx: 2d,1-Hourly,Instantaneous,Single-Level,Assimilation,Single-Level Diagnostics V5.12.4",Global Modeling and Assimilation Office (GMAO),2015,,,,,10.5067/3Z173KIE2TPD,,,,https://doi.org/10.5067/3Z173KIE2TPD,,verified,1.0,"MERRA-2 inst1_2d_asm_Nx: 2d,1-Hourly,Instantaneous,Single-Level,Assimilation,Single-Level Diagnostics V5.12.4",Global Modeling and Assimilation Office (GMAO),Goddard Earth Sciences Data and Information Services Center (GES DISC),10.5067/3Z173KIE2TPD,https://doi.org/10.5067/3Z173KIE2TPD,NASA GES DISC / Data.gov,"The citation correctly identifies the NASA GES DISC MERRA-2 dataset with its exact DOI (10.5067/3Z173KIE2TPD), publication year (2015), and authoring organization.",41.81,34014,559,1,0.013803,0.005,0.018803
"[104] Starfeldt, J., Molina, M.J., Kerr, A., Yang, A.: uhminicubes (2026). https://doi.
org/10.5281/zenodo.20600581",web,uhminicubes,J. Starfeldt | M.J. Molina | A. Kerr | A. Yang,2026,,,,,10.5281/zenodo.20600581,,,,https://doi.org/10.5281/zenodo.20600581,,verified,0.98,jstarfeldt/uhminicubes: Article submission,Jonathan Starfeldt | Maria J. Molina | Alexander Kerr | Adam Yang,Zenodo,10.5281/zenodo.20600581,https://zenodo.org/records/20600581,Zenodo,The citation references the software deposit on Zenodo for 'uhminicubes' with DOI 10.5281/zenodo.20600581 published in 2026. Non-traditional software citations with title variations for the repo/release under the same DOI are verified.,38.07,33760,425,1,0.013457,0.005,0.018457
